,text_clean,text_preprocessed
420,saat orang sibuk war tiket konser arctic monkeys aku ngmg ke pak ogie  kalau ada konser di jakarta yang pingin aku tonton tuh beyonce adele ariana grande sama coldplay boleh lah bukan fans berat tapi kayaknya kalau nonton live seru,"['orang', 'sibuk', 'war', 'tiket', 'konser', 'arctic', 'monkeys', 'ngmg', 'ogie', 'kalau', 'konser', 'jakarta', 'pingin', 'tonton', 'tuh', 'beyonce', 'adele', 'ariana', 'grande', 'coldplay', 'fans', 'berat', 'kayak', 'nonton', 'live', 'seru']"
421,ekonomi siapa dlu nih yang sulit ekonomi lu aja kali wkwkw ekl ekonomi negara sukit kok tiket coldplay abis konser blacpink penuh wkwk,"['ekonomi', 'dlu', 'nih', 'sulit', 'ekonomi', 'lu', 'aja', 'kali', 'wkwkw', 'ekl', 'ekonomi', 'negara', 'sukit', 'tiket', 'coldplay', 'abis', 'konser', 'blacpink', 'penuh', 'wkwk']"
422,info viral   detikdetik pasangan ini menikah dengan mahar tiket konser coldplay  menikah dengan mahar,"['info', 'viral', 'detikdetik', 'pasang', 'meni', 'mahar', 'tiket', 'konser', 'coldplay', 'meni', 'mahar']"
423,pak bos pagi udah ngajak meeting soal konser coldplay   alamat jual tiket semua ini,"['bos', 'pagi', 'udah', 'ngajak', 'meeting', 'konser', 'coldplay', 'alamat', 'jual', 'tiket']"
424,jualan air mineral di konser coldplay yn,"['jual', 'air', 'mineral', 'konser', 'coldplay', 'yn']"
425,v walach,"['v', 'walach']"
426,menpora dito ariotedjo membuka kemungkinan akan membagikan tiket konser grup musik asal london inggris coldplay ke atle,"['menpora', 'dito', 'ariotedjo', 'buka', 'bagi', 'tiket', 'konser', 'grup', 'musik', 'london', 'inggris', 'coldplay', 'atle']"
427,hari ini diumumin coldplay nambah jd  hari konser di indo,"['diumumin', 'coldplay', 'nambah', 'jd', 'konser', 'indo']"
428,ngeditt hallooooo cak imin klo jadi bisa bebas dong lgbt di negeri ini  siap² aja kena azab   ht,"['ngeditt', 'hallooooo', 'cak', 'imin', 'klo', 'bebas', 'lgbt', 'negeri', 'siap', 'aja', 'kena', 'azab', 'ht']"
429,scammer tiket konser  armybomb se siti hanifah lestari   bri   siti hanifah lestari dana   siti hanifah lestari  tag wts wtb bts yoongi suga agustd coldplay niki tour jakarta,"['scammer', 'tiket', 'konser', 'armybomb', 'siti', 'hanifah', 'lestari', 'bri', '', 'siti', 'hanifah', 'lestari', 'dana', '', 'siti', 'hanifah', 'lestari', 'tag', 'wts', 'wtb', 'bts', 'yoongi', 'suga', 'agustd', 'coldplay', 'nik', 'tour', 'jakarta']"
430,tips menghindari scammer wts tiket konser   semoga membantu yang mau beli atau lagi nyari tiket coldplay yang wts di twit,"['tips', 'hindar', 'scammer', 'wts', 'tiket', 'konser', 'moga', 'bantu', 'beli', 'nyari', 'tiket', 'coldplay', 'wts', 'twit']"
431,dari dulu korban penipuan tiket kpop buanyak bngttttt tapi jarang yang ngusut ampe di beritain ini ketipu tiket  konser coldplay langsung satset hadeeehhh,"['korban', 'tipu', 'tiket', 'kpop', 'buanyak', 'bngttttt', 'jarang', 'ngusut', 'ampe', 'beritain', 'tipu', 'tiket', 'konser', 'coldplay', 'langsung', 'satset', 'hadeeehhh']"
432,karena konser gede itu pasti ada jatah lebih buat org pemerintahan biasanya sih tergantung ada yg dikasih langsung ama promo,"['konser', 'gede', 'jatah', 'org', 'perintah', 'sih', 'gantung', 'yg', 'kasih', 'langsung', 'ama', 'promo']"
433,natasha wilona siap ramaikan konser coldplay di jakarta,"['natasha', 'wilona', 'ramai', 'konser', 'coldplay', 'jakarta']"
434,mulai berlebihan ya soal konser coldplay ini,"['ya', 'konser', 'coldplay']"
435,konser coldplay  liat bang messi,"['konser', 'coldplay', 'liat', 'bang', 'messi']"
436,gaada tanda coldplay nambah hari ah dhla ntar open jasa ngojek aja pas konser coldplay,"['gaada', 'tanda', 'coldplay', 'nambah', 'ah', 'dhla', 'ntar', 'open', 'jasa', 'ngojek', 'aja', 'pas', 'konser', 'coldplay']"
437,xyloband merupakan sebuah gelang led yang diciptakan secara khusus dan dapat memancarkan cahaya,"['xyloband', 'gelang', 'led', 'cipta', 'khusus', 'pancar', 'cahaya']"
438,mui larang coldplay bawa simbol lgbt saat konser di indonesia,"['mui', 'larang', 'coldplay', 'bawa', 'simbol', 'lgbt', 'konser', 'indonesia']"
439,senagai bentuk tindakan memgutuk para calo di indonesia ini penting bgt buat disahre   twittland do your magic      cara efektif menghancurkan percaloan tiket konser coldplay  via,"['naga', 'bentuk', 'tindak', 'memgutuk', 'calo', 'indonesia', 'bgt', 'disahre', 'twittland', 'do', 'your', 'magic', 'efektif', 'hancur', 'calo', 'tiket', 'konser', 'coldplay', 'via']"
440,persetan konser coldplay aku ingin nonton messi dikantongin rizky ridho,"['persetan', 'konser', 'coldplay', 'nonton', 'messi', 'dikantongin', 'rizky', 'ridho']"
441,selengkapnya,['lengkap']
442,pengen nonton ini daripada nonton konser coldplay,"['ken', 'nonton', 'nonton', 'konser', 'coldplay']"
443,dari ketentuan ini dapat ditarik benang merah bahwa pengenaan pajak  yang muncul di tiket konser coldplay merupakan p,"['tentu', 'tarik', 'benang', 'merah', 'kena', 'pajak', 'muncul', 'tiket', 'konser', 'coldplay', 'p']"
444,kalo sampe mbak tay tay konser di jakarta wah saya bakal lebih berusaha utk dapat tiket daripada coldplay kemarin meskipun kemarin juga sudah mentok pol usahanya,"['kalo', 'sampe', 'mbak', 'tay', 'tay', 'konser', 'jakarta', 'usaha', 'utk', 'tiket', 'coldplay', 'kemarin', 'kemarin', 'mentok', 'pol', 'usaha']"
445,hayo siapa disini yang udah ikut war tiket konser coldplay  absen dulu yuk pada dapet tiketnya nggak nih yang udah capekcapek war  kalau mimin sih cuma dapet hikmahnya   nobody said it was easy kerasa bangettt ya liriknya sekarang,"['hayo', 'udah', 'war', 'tiket', 'konser', 'coldplay', 'absen', 'yuk', 'dapet', 'tiket', 'nggak', 'nih', 'udah', 'capekcapek', 'war', 'mimin', 'sih', 'dapet', 'hikmah', 'nobody', 'said', 'it', 'was', 'easy', 'rasa', 'bangettt', 'ya', 'lirik']"
446,konser coldplay cat   sisa  ticket cat   sisa  ticket  diurus sampai fisik  trusted first pay first get  coldplay war wtb wts wtt,"['konser', 'coldplay', 'cat', 'sisa', 'ticket', 'cat', 'sisa', 'ticket', 'urus', 'fisik', 'trusted', 'first', 'pay', 'first', 'get', 'coldplay', 'war', 'wtb', 'wts', 'wtt']"
447,yang lain pada bingung tiket konser coldplay nah gw malah bingung milih mantan istrinya virgoun apa calon mantan istrinya desta,"['bingung', 'tiket', 'konser', 'coldplay', 'gw', 'bingung', 'milih', 'mantan', 'istri', 'virgoun', 'calon', 'mantan', 'istri', 'desta']"
448,xylobands gelang yang bakal dipakai penonton saat konser coldplay,"['xylobands', 'gelang', 'pakai', 'tonton', 'konser', 'coldplay']"
449,nnti ak beri seharga tiket konser coldplay btw ni ak nangis aj bleh gk si,"['nnti', 'ak', 'harga', 'tiket', 'konser', 'coldplay', 'btw', 'ni', 'ak', 'nang', 'aj', 'bleh', 'gk', 'si']"
450,update konser   red velvet  baby metal  agustd  java jazz  aespa  honne  we th,"['update', 'konser', 'red', 'velvet', 'baby', 'metal', 'agustd', 'java', 'jazz', 'aespa', 'honne', 'we', 'th']"
451,rp  ini ada korelasinya antara lgbt dengan konser coldplay    kayaknya bakalan jadi ya hmm,"['rp', 'korelasi', 'lgbt', 'konser', 'coldplay', 'kayak', 'ya', 'hmm']"
452,anwar abbas ini suruh tampil di konser coldplay untuk berikan sambutan para penonton masing siapkan telur busuk,"['anwar', 'abbas', 'suruh', 'tampil', 'konser', 'coldplay', 'sambut', 'tonton', 'siap', 'telur', 'busuk']"
453,konser gratis band besar ya pasti gini coldplay juga kalo gratis pasti sama aja endingnya memang filter terbaik untuk menyaring orang tertib dan wangi cuma tiket yg mahal,"['konser', 'gratis', 'band', 'ya', 'gin', 'coldplay', 'kalo', 'gratis', 'aja', 'endingnya', 'filter', 'baik', 'nyaring', 'orang', 'tertib', 'wangi', 'tiket', 'yg', 'mahal']"
454,golongan orang yg jauh dari konser coldplay  yang mandinya masih pke gayung lop kalo jalan sendalnya pke swalow rumahnya ga punya plafon hpnya ram gb kebawah  isi sendiri,"['golong', 'orang', 'yg', 'konser', 'coldplay', 'mandi', 'pke', 'gayung', 'lop', 'kalo', 'jalan', 'sendal', 'pke', 'swalow', 'rumah', 'ga', 'plafon', 'hpnya', 'ram', 'gb', 'bawah', 'isi']"
455,wts  tiket coldplay festival   diurus sampe jadi tiket fisik  kalo mau proof bisa meetup langsung area jaksel  ss tiket   tukeran sosmed sampe hari h konser    amanah  price  jt,"['wts', 'tiket', 'coldplay', 'festival', 'urus', 'sampe', 'tiket', 'fisik', 'kalo', 'proof', 'meetup', 'langsung', 'area', 'jaksel', 'ss', 'tiket', 'tukeran', 'sosmed', 'sampe', 'h', 'konser', 'amanah', 'price', 'jt']"
456,sedih bgt inget pas itu dulu bener yaudahlah waktu d konser di indo aku pikir akan ada lain waktu aku n,"['sedih', 'bgt', 'inget', 'pas', 'bener', 'yaudahlah', 'd', 'konser', 'indo', 'pikir', 'n']"
457,coldplay konser di sini bisa kapan aja tapi ngeliat elkan baggot bikin messi garukgaruk kepala cuman sekali seumur idup,"['coldplay', 'konser', 'aja', 'ngeliat', 'elkan', 'baggot', 'bikin', 'messi', 'garukgaruk', 'kepala', 'cuman', 'umur', 'idup']"
458,pulang ke rumah buat ambil baju tapi berita di tv semua tentang ketipu tiket coldplay mama bapa gua dari semalem udah wanti gausah nonton konser mereka gatau aja gua balik ambil baju tuh buat dipake nonton konsernya suga,"['pulang', 'rumah', 'ambil', 'baju', 'berita', 'tv', 'tipu', 'tiket', 'coldplay', 'mama', 'bapa', 'gua', 'semalem', 'udah', 'wanti', 'gausah', 'nonton', 'konser', 'gatau', 'aja', 'gua', 'ambil', 'baju', 'tuh', 'dipake', 'nonton', 'konser', 'suga']"
459,widjaya tiket coldplay vs biaya hidup nonton konser musik dua jam htm dijual rp biaya hidup sebulan di jogja cukup,"['widjaya', 'tiket', 'coldplay', 'vs', 'biaya', 'hidup', 'nonton', 'konser', 'musik', 'jam', 'htm', 'jual', 'rp', 'biaya', 'hidup', 'bulan', 'jogja']"
460,ga abis abis ya yg kena scam tiket konser coldplay baru  harian anjir,"['ga', 'abis', 'abis', 'ya', 'yg', 'kena', 'scam', 'tiket', 'konser', 'coldplay', 'hari', 'anjir']"
461,momen nycta gina dan kinos nonton konser coldplay berakhir ngakak,"['momen', 'nycta', 'gina', 'kinos', 'nonton', 'konser', 'coldplay', 'ngakak']"
462,jauh lebih mudah mendatangkan coldplay untuk konser di indonesia ketimbang memaksa orang itu untuk jalan kaki orang ini malah tidak merasa malu dan sekarang masih suka menyerang pemerintah dengan narasi murahannya,"['mudah', 'coldplay', 'konser', 'indonesia', 'ketimbang', 'paksa', 'orang', 'jalan', 'kaki', 'orang', 'malu', 'suka', 'serang', 'perintah', 'narasi', 'murah']"
463,konser coldplay yang hanya digelar hanya satu hari diminta warganet untuk diadakan selama dua hari hal itu menyusul banyaknya para penggemar grup asal london itu yang tidak mendapatkan tiket,"['konser', 'coldplay', 'gelar', 'warganet', 'ada', 'susul', 'banyak', 'gemar', 'grup', 'london', 'tiket']"
464,remix lagu lama kelompok intoleran semua orang harus ngikutin apa maunya dia  ormas keagamaan ramairamai menolak konser coldplay dianggap ateis dan dukung lgbt,"['remix', 'lagu', 'kelompok', 'intoleran', 'orang', 'ngikutin', 'mau', 'ormas', 'agama', 'ramairamai', 'tolak', 'konser', 'coldplay', 'anggap', 'ateis', 'dukung', 'lgbt']"
465,mimpi malem ini random bgt nonton konser coldplay,"['mimpi', 'malem', 'random', 'bgt', 'nonton', 'konser', 'coldplay']"
466,for my followers or my mutual ada yg jual tiket konser coldplay cat  ga butuh  tiket price dm,"['for', 'my', 'followers', 'or', 'my', 'mutual', 'yg', 'jual', 'tiket', 'konser', 'coldplay', 'cat', 'ga', 'butuh', 'tiket', 'price', 'dm']"
467,tiket apa plstiket konser tahhh konser yg mana maaappp lemott  kalo yg diomongin tiket coldplay sedih bgt ceritanya alias ga dpt,"['tiket', 'plstiket', 'konser', 'tahhh', 'konser', 'yg', 'maaappp', 'lemott', 'kalo', 'yg', 'diomongin', 'tiket', 'coldplay', 'sedih', 'bgt', 'cerita', 'alias', 'ga', 'dpt']"
468,masih gak percaya aku gadapat tiket konser coldplay,"['gak', 'percaya', 'gadapat', 'tiket', 'konser', 'coldplay']"
469,bareskrim polri akan menyelidiki dugaan penipuan yang terjadi melalui jasa titip jastip pembelian tiket konser coldplay ke,"['bareskrim', 'polri', 'selidik', 'duga', 'tipu', 'jasa', 'titip', 'jastip', 'beli', 'tiket', 'konser', 'coldplay']"
470,ini apa aku mute kata coldplay ya tiap hari ribut tiket sama penipuan anjing gajelas cok apa iya sampe konser nanti gitu mulu,"['mute', 'coldplay', 'ya', 'ribut', 'tiket', 'tipu', 'anjing', 'gajelas', 'cok', 'iya', 'sampe', 'konser', 'gitu', 'mulu']"
471,dibarter bayari tiket konser coldplay gimana,"['barter', 'bayar', 'tiket', 'konser', 'coldplay', 'gimana']"
472,gonjangganjing penolakan coldplay ustaz derry sulaiman berencana hadir ke konser gak penting banget aku dakwah di sana,"['gonjangganjing', 'tolak', 'coldplay', 'ustaz', 'derry', 'sulaiman', 'rencana', 'hadir', 'konser', 'gak', 'banget', 'dakwah']"
473,breaking news   timnas argentina resmi akan bertanding melawan timnas indonesia pada  juni  berita besar selain konser coldplay nih kesini bang messi,"['breaking', 'news', 'timnas', 'argentina', 'resmi', 'tanding', 'lawan', 'timnas', 'indonesia', 'juni', 'berita', 'konser', 'coldplay', 'nih', 'kesini', 'bang', 'messi']"
474,klo pa  bikin masalah dg kedatangan konser coldplay nanti di datangin ramai bawa balok kita pukulin ndase dg balok,"['klo', 'pa', 'bikin', 'dg', 'datang', 'konser', 'coldplay', 'datangin', 'ramai', 'bawa', 'balok', 'pukulin', 'ndase', 'dg', 'balok']"
475,pak hehe saya mau cuti nyodorin map   opo ameh nnton coldplay iyo   hahaha engga yo pak   iyaa sambil ttd wis entuk tiktet e  lha terus   mau nnton konser    heee pie lo hahahaha okeoke,"['hehe', 'cuti', 'nyodorin', 'map', 'opo', 'ameh', 'nnton', 'coldplay', 'iyo', 'hahaha', 'engga', 'yo', 'iyaa', 'ttd', 'wis', 'entuk', 'tiktet', 'e', 'lha', 'nnton', 'konser', 'heee', 'pie', 'lo', 'hahahaha', 'okeoke']"
476,want to rent  wtr  open rent iphone  promax gb bisa untuk konserfanmeet  niki nmixx lee seunggi kim mingue woodz kim seonho aespa txt fujii kaze baby metal song jihyo  ktgl konser bisa langsung dm untuk tnc atau event lain  suga red velvet coldplay sold,"['want', 'to', 'rent', 'wtr', 'open', 'rent', 'iphone', 'promax', 'gb', 'konserfanmeet', 'nik', 'nmixx', 'lee', 'seunggi', 'kim', 'mingue', 'woodz', 'kim', 'seonho', 'aespa', 'txt', 'fujii', 'kaze', 'baby', 'metal', 'song', 'jihyo', 'ktgl', 'konser', 'langsung', 'dm', 'tnc', 'event', 'suga', 'red', 'velvet', 'coldplay', 'sold']"
